pp_name,premises,latitude,longitude
Roxburgh Homestead,Roxburgh Homestead Primary School,-37.63269429,144.9177022
Roxburgh Park,Roxburgh Park Primary School,-37.63330986,144.9320035
Roxburgh Rise,Roxburgh Rise Primary School,-37.61627864,144.9234978
Ruffy,Ruffy Public Hall,-36.9744747,145.5018927
Running Creek,St Albans Parish Hall,-36.54680778,147.0591769
Rupanyup,Rupanyup Senior Citizens Hall,-36.63192489,142.6292885
Rushworth,Rushworth P-12 College,-36.58302481,145.0137913
Rutherglen,Rutherglen Primary School,-36.0559881,146.4609264
Ruthven,St Joseph the Worker Primary School,-37.70177226,144.9934023
Rye,Rye Civic Hall,-38.37174346,144.8216676
Sailors Gully,Sailors Gully Lions Community Hall,-36.70813039,144.2465368
Sale,Sale Memorial Hall,-38.10948665,147.0673282
Sale East,Araluen Primary School,-38.10741019,147.0892746
Sale North,Sale College Gymnasium Guthridge Campus,-38.09761263,147.0839872
San Remo,San Remo Recreation Centre,-38.52401239,145.3708271
Sandhurst,Catherine McAuley College - Marion Centre Theatre,-36.75198112,144.2736622
Sandridge,Fishermens Bend Community Hall,-37.83681409,144.9204636
Sandringham,Sacred Heart Parish School,-37.95096076,145.00892
Sandringham North,Sandringham Primary School,-37.94705341,145.0095544
Sandy Point,T.P. Taylor Community Centre,-38.82981284,146.1254943
Sassafras,Sassafras Primary School,-37.86144495,145.354773
Scarsdale,Scarsdale Town Hall,-37.6708663,143.6546225
Scoresby,St Jude's Parish Centre,-37.88912242,145.2264388
Scotts Creek,Scotts Creek Public Hall,-38.44990135,143.0496662
Sea Lake,Uniting Church Hall - Sea Lake,-35.50457269,142.8534804
Seabrook,Seabrook Primary School,-37.87880805,144.7579651
Seabrook Central,Seabrook Community Centre,-37.88619858,144.7589321
Seaford,Seaford Primary School,-38.10374916,145.1310526
Seaford North,Seaford North Primary School,-38.09038843,145.1344966
Seaholme,Seaholme Primary School,-37.86551184,144.8409162
Seaspray,Seaspray Public Hall,-38.3753915,147.1895274
Sebastopol,Sebastopol RSL,-37.59751697,143.8399424
Seddon,Seddon Uniting Church Hall,-37.80954923,144.8900077
Sedgwick,Sedgwick Public Hall,-36.87136377,144.3156705
Selby,Selby Primary School,-37.91151285,145.36754
Serpell,Serpell Primary School,-37.7697868,145.1538327
Serpentine,Loddon Shire Council Offices,-36.40974536,143.9742729
Seville,Seville Primary School,-37.77395511,145.4644912
Seymour,Anglican Parish Hall,-37.02601415,145.1365453
Seymour East,Seymour College,-37.03017208,145.1433493
Shannon,Newtown Primary School,-38.1456305,144.3369675
Shepparton East,Shepparton East Primary School,-36.40050439,145.479852
Sherbourne,Sherbourne Primary School,-37.7090488,145.1298934
Shoreham,Shoreham Hall,-38.42742483,145.0453197
Silvan,Silvan Primary School,-37.8244646,145.4210123
Silverton,St Elizabeth's Parish School,-37.94627458,145.1978349
Simpson,Simpson Primary School Early Childhood Centre,-38.49840141,143.208499
Skipton,Skipton Mechanics Institute,-37.68688238,143.364634
Skipton Street,Skipton Street Uniting Church,-37.57591851,143.845477
Skye,Discover Church,-38.11650818,145.1942448
Smeaton,Smeaton Community Centre,-37.3331349,143.9483303
Smythesdale,Smythesdale Recreation Facility,-37.6423164,143.6826776
Snake Valley,Snake Valley Hall,-37.61238292,143.5843939
Somers,RW Stone Pavilion,-38.38990838,145.1643251
Somerton,Good Samaritan Catholic School,-37.62383002,144.9339007
Somerville,Somerville Primary School,-38.22475189,145.1787506
Somerville West,Somerville Rise Primary School,-38.23021331,145.1683798
Sorrento,Sorrento Community Centre,-38.33863332,144.7358463
South Kensington,Holy Rosary School,-37.79525859,144.9288205
South Melbourne,South Melbourne Community Centre,-37.8368414,144.9576695
South Melbourne Park,South Melbourne Park Primary School,-37.84112949,144.9630972
South Yarra,Melbourne Girls Grammar Junior School,-37.83554823,144.9887655
Southbank,Victorian College of the Arts Secondary School,-37.82820448,144.9649379
Southbank,Victorian College of the Arts Secondary School,-37.82820448,144.9649379
Southmoor,Southmoor Primary School,-37.94134495,145.0559998
Southvale,Keysborough College - Banksia Campus,-37.96832951,145.1608208
Southwood,Great Ryrie Primary School,-37.82425778,145.2374992
Sparrowhawk,Long Gully Neighbourhood Centre,-36.74945566,144.253495
Specimen Hill,Specimen Hill Primary School,-36.76230279,144.248397
Speed,Speed Recreation Centre (Golf Club),-35.39852938,142.4395397
Spotswood,Spotswood Primary School,-37.83021228,144.8822866
Spotswood West,South Kingsville Community Centre,-37.82888041,144.8700308
Spring Gully,Spring Gully Tennis Club,-36.79168242,144.2849697
Spring Valley,Spring Parks Primary School - Valley Campus,-37.96379256,145.1390036
Springhurst,Springhurst Primary School,-36.18478257,146.4682551
Springside,Springside P-9 College,-37.71132893,144.738881
Springvale,Springvale Rise Primary School - Springvale Campus,-37.95176141,145.1525515
Springvale Central,St Joseph's Catholic Primary School,-37.95352446,145.150594
Springvale Heights,Springvale Rise Primary School - Springvale Heights Campus,-37.93948041,145.1583852
Springvale North,Whitworth Avenue Pre-School,-37.93978277,145.1462
Springvale South,Athol Road Primary School (West Campus),-37.97118709,145.150699
Springvale West,Spring Parks Primary School - West Campus,-37.95832242,145.1395685
Springvale West,Spring Parks Primary School - West Campus,-37.95832242,145.1395685
St Albans,St Albans Heights Primary School,-37.74844761,144.809602
St Albans East,Biggs Street Meeting Room,-37.73831221,144.8139349
St Albans North,St Albans North Primary School,-37.73233428,144.8026082
St Albans Park,St Albans Uniting Church Hall,-38.18405323,144.3888744
St Albans South,University Park Primary School,-37.75505276,144.8030298
St Albans South East,Jackson School,-37.75581751,144.8143869
St Albans West,Stevensville Primary School,-37.73632135,144.7820154
St Andrews,St Andrews Primary School,-37.60233,145.26986
St Andrews Beach,St Andrews Recreation Hall,-38.42266766,144.8374134
St Arnaud,St Arnaud Senior Citizens Clubrooms,-36.61574935,143.2587923
St Georges Road,St Georges Road Primary School,-36.3906726,145.4052456
St Gregory's,St Gregory's the Great Primary School,-37.7802853,145.123206
St Helens,Geelong West Oval St Helens Pavilion,-38.12900713,144.3452734
St Helens,Geelong West Oval St Helens Pavilion,-38.12900713,144.3452734
St James,St James Town Hall,-36.26970854,145.8957782
St Kilda,St Kilda Town Hall,-37.86852261,144.9882989
St Kilda,St Kilda Town Hall,-37.86852261,144.9882989
St Kilda,St Kilda Town Hall,-37.86852261,144.9882989
St Kilda East,St Michael's Grammar School,-37.85988152,144.9903786
St Kilda Park,St Kilda Park Primary School,-37.85810805,144.9780407
St Kilda South,Christ Church Mission Community Centre,-37.86386057,144.9755041
St Leonards,St Leonards Memorial Hall,-38.17227278,144.7149384
Staceys Bridge,Staceys Bridge Public Hall,-38.55506073,146.5303514
Stanhope,Stanhope Public Hall,-36.44664374,144.9842632
Stanley,Stanley Safer Place,-36.4031078,146.7546114
Starling,St Scholastica's Catholic Primary School,-37.85195874,145.1263068
Starling,St Scholastica's Catholic Primary School,-37.85195874,145.1263068
Stawell,Stawell Senior Citizens Club Rooms,-37.0582313,142.7771442
Stawell West,Stawell West Primary School,-37.0657463,142.770105
Stevensville,Movelle Primary School,-37.73743663,144.7759222
Stevensville,Movelle Primary School,-37.73743663,144.7759222
Storey,Bourchier Street Primary School,-36.36810022,145.4134687
Stratford,Stratford Mechanics Hall,-37.96607901,147.0811785
Strath Hill,Kennington Primary School,-36.76862078,144.308365
Strathaird,Strathaird Family and Community Centre,-38.06083072,145.2880714
Strathbogie,Strathbogie Memorial Hall,-36.85712545,145.736341
Strathdale,Strathdale Community Centre,-36.76090505,144.3137389
Strathfieldsaye,Strathfieldsaye Uniting Church Hall,-36.80634156,144.3549635
Strathmerton,Strathmerton Memorial Hall,-35.92583,145.47775
Strathmore,Strathmore Secondary College,-37.73674226,144.9263014
Strathmore North,1st Strathmore Scout Hall,-37.72471355,144.9101482
Strathmore North,1st Strathmore Scout Hall,-37.72471355,144.9101482
Strathmore North,1st Strathmore Scout Hall,-37.72471355,144.9101482
Strathtulloh,Strathtulloh Primary School,-37.71640416,144.5895856
Streatham,Streatham Public Hall,-37.67924188,143.0623407
Streeton,Streeton Primary School,-37.72141417,145.1012009
Streeton,Streeton Primary School,-37.72141417,145.1012009
Studfield East,Knox Central Primary School,-37.86109587,145.2551008
Studley Park,Burke Hall (Xavier Prep School),-37.80515976,145.0139737
Sunbury,Sunbury College,-37.57339893,144.7291912
Sunbury Central,Sunbury Memorial Hall,-37.57956868,144.7327466
Sunbury Heights,Sunbury Heights Primary School,-37.58086764,144.7062731
Sunbury North,Kismet Park Primary School,-37.56541474,144.7286793
Sunbury North West,Killara Primary School,-37.56416796,144.7054837
Sunbury West,Our Lady of Mt Carmel Parish Hall,-37.56820345,144.7197689
Sunnycliffs,Irymple South Primary School,-34.25236262,142.1899493
Sunshine North,St Bernadette's Catholic Primary School,-37.7710767,144.8349309
Sunvale,Sunshine Harvester School,-37.78284277,144.8460487
Sunvale,Sunshine Harvester School,-37.78284277,144.8460487
Surfside,Surfside Primary School,-38.26160027,144.5416535
Surrey Hills,Surrey Hills Uniting Church Hall,-37.82604453,145.1018732
Surrey Hills,Surrey Hills Uniting Church Hall,-37.82604453,145.1018732
Surrey Hills North,Holy Trinity Surrey Hills Church Hall,-37.82243033,145.098006
Surrey Hills North,Holy Trinity Surrey Hills Church Hall,-37.82243033,145.098006
Surrey Hills North,Holy Trinity Surrey Hills Church Hall,-37.82243033,145.098006
Sussex Heights,Mount Waverley Heights Primary School,-37.88918401,145.1118668
Swan Hill,Swan Hill Anglican Function Centre,-35.33972228,143.5567023
Swan Hill North,Swan Hill North Primary School,-35.33222076,143.5464411
Swan Hill South,Swan Hill College Longhurst Hall - FLO Campus,-35.3563297,143.5624888
Swan Hill West,Swan Hill Primary School,-35.34643535,143.5437033
Swanpool,Albert Heaney Recreation Reserve Clubrooms,-36.74953483,146.0016912
Swifts Creek,Swifts Creek Hall,-37.26421824,147.721987
Sydenham,Sydenham-Hillside Primary School - Sydenham Campus,-37.70186791,144.7628537
Sydenham East,Catholic Regional College Sydenham,-37.69915515,144.7721555
Sydenham West,Brimbank City Salvation Army Church,-37.70835595,144.7786182
Syndal North,Mount Waverley North Primary School,-37.86744556,145.1405964
Syndal South,Syndal South Primary School,-37.87950231,145.1424294
Taggerty,Taggerty Hall,-37.32127497,145.7122724
Talbot,Talbot Primary School,-37.16865631,143.7040148
Tallangatta,Tallangatta Memorial Hall,-36.21599975,147.1776766
Tallangatta Valley,Tallangatta Valley Public Hall,-36.28772722,147.3915528
Tallarook,Tallarook Primary School,-37.09718413,145.1010746
Tally Ho,East Burwood Hall,-37.85415787,145.1617455
Tallygaroopna,Tallygaroopna Primary School,-36.23875717,145.4365883
Tangambalanga,Tangambalanga Community Centre,-36.2520185,147.0287594
Tanjil South,Tanjil South Primary School,-38.11911116,146.2527475
Tanti Park,Mornington Park Primary School,-38.22589382,145.0587242
Taradale,Taradale Primary School,-37.14116151,144.3515578
Tarnagulla,Victoria Theatre/Tarnagulla Hall,-36.77032517,143.8328684
Tarneit,Baden Powell P-9 College - Tarneit Campus,-37.84150998,144.6941925
Tarneit East,Thomas Carr College,-37.84838669,144.7021743
Tarneit North,Tarneit P-9 College,-37.8374256,144.6804324
Tarneit Rise,Tarneit Rise Primary School,-37.83729633,144.665564
Tarneit West,Good News Lutheran College,-37.85459425,144.6653936
Tarrawingee,Tarrawingee Hall,-36.39105043,146.4458198
Tarrington,Tarrington Church Hall,-37.76692487,142.0947543
Tarwin Lower,Tarwin Lower Mechanics Institute,-38.69912381,145.8671173
Tatong,Tatong Memorial Hall,-36.73064131,146.1090347
Tatura,Tatura Primary School,-36.44372383,145.2292116
Tatyoon,Tatyoon Public Hall,-37.5231786,142.9438144
Tawonga,Tawonga Primary School,-36.69124984,147.1434646
Taylors Hill,Taylors Hill Primary School,-37.71630077,144.7591351
Taylors Lakes,Taylors Lakes Primary School,-37.70996692,144.792468
Taylors Lakes Central,Taylors Lakes Secondary College,-37.70839301,144.7942842
Taylors Lakes North,Overnewton Anglican Community College - Canowindra Campus,-37.68990309,144.7746861
Tecoma,Tecoma Primary School,-37.90682153,145.3446176
Teesdale,Teesdale Community Hall,-38.02886983,144.0466772
Templestowe,Manningham Templestowe Leisure Centre,-37.75849223,145.1299313
Templestowe Heights,Templestowe Heights Primary School,-37.76614868,145.119897
Templestowe Park,Templestowe Park Primary School,-37.75634116,145.1433404
Templestowe Valley,Templestowe Valley Primary School,-37.75988049,145.1110005
Templeton,Templeton Primary School,-37.86088071,145.2323164
Terang,Terang Civic Hall,-38.24118226,142.9150528
Tetoora Road,Tetoora Road Community Centre,-38.27108885,145.8930639
The Basin,St Bernadette's Catholic Primary School,-37.85304412,145.3117378
The Glen,Glen Waverley Secondary College,-37.8782528,145.1631697
The Grange,The Grange P-12 College - Deloraine Campus,-37.85788308,144.674275
The Lakes,The Lakes South Morang College - Early Years Campus,-37.62954398,145.0781878
The Patch,The Patch Primary School,-37.89297052,145.3934836
The Pines,Deep Creek Anglican Church Hall,-37.76640727,145.166204
The Pines,Deep Creek Anglican Church Hall,-37.76640727,145.166204
The Stables,Mill Park Secondary College - Middle Years Campus,-37.66386052,145.063262
The Stables,Mill Park Secondary College - Middle Years Campus,-37.66386052,145.063262
The Stockade,St Alipius Primary School,-37.56163078,143.8738205
Thomas Chirnside,Thomas Chirnside Primary School,-37.90296119,144.6388459
Thomastown,Thomastown Primary School,-37.68252671,145.0119892
Thomastown East,Thomastown East Primary School,-37.68051118,145.0248811
Thomastown Meadows,Thomastown Meadows Primary School,-37.68181452,144.9920273
Thomastown West,Thomastown Secondary College,-37.67896207,145.0020225
Thomson,East Geelong Senior Citizens Club,-38.16534442,144.3775916
Thoona,Thoona Memorial Hall,-36.33980754,146.0769711
Thornbury,Thornbury Primary School,-37.75547034,144.9962172
Thornbury East,Penders Grove Primary School,-37.75448853,145.0140644
Thornbury South,Wales Street Primary School,-37.76212073,145.0081921
Thornton,Thornton Memorial Hall,-37.25748846,145.7974348
Thorpdale,Thorpdale Public Hall,-38.28766648,146.1774073
Timbarra,Timbarra P-9 College,-38.01655776,145.3185316
Timbarra,Timbarra P-9 College,-38.01655776,145.3185316
Timboon,Timboon and District Hall,-38.48422949,142.9730244
Tinamba,Tinamba Community Meeting Room,-37.96339173,146.8918196
Tinternvale,Tinternvale Primary School,-37.81846169,145.2653923
Tinternvale,Tinternvale Primary School,-37.81846169,145.2653923
Tolmie,Tolmie Mechanics Institute Hall,-36.93592091,146.2386971
Tongala,Tongala Shire Hall,-36.25038758,144.950038
Tooborac,Tooborac Mechanics Hall,-37.03898048,144.7985268
Toolamba,Toolamba Primary School,-36.49032046,145.344301
Toolangi,Toolangi Memorial Hall,-37.5379177,145.4738532
Toolern,Toolern Vale Primary School,-37.60661196,144.5939653
Toolern,Toolern Vale Primary School,-37.60661196,144.5939653
Toolleen,Toolleen Uniting Church Hall,-36.71962919,144.6851171
Toolondo,Toolondo Recreation Reserve,-36.99043846,141.9350397
Toomuc Valley,Toomuc Valley Public Hall,-38.0319009,145.4621843
Toongabbie,Toongabbie Primary School,-38.0568184,146.6253087
Toora,Toora Community Hall,-38.66406909,146.325673
Tooradin,Tooradin Primary School,-38.20736106,145.3783714
Toorak,St Catherine's School,-37.83859188,145.021739
Toorak Central,Toorak Primary School,-37.84476409,145.0099934
Toorak Central,Toorak Primary School,-37.84476409,145.0099934
Toorak West,Geelong Grammar School - Toorak Campus,-37.83926423,145.009022
Toorak West,Geelong Grammar School - Toorak Campus,-37.83926423,145.009022
Toorloo Arm,Toorloo Arm Primary School,-37.85235123,148.0510129
Tootgarook,Tootgarook Primary School,-38.36967649,144.8571605
Torquay,Wurdi Baierr Stadium,-38.30390488,144.3220936
Torquay North,St Therese Primary School,-38.3214931,144.3128083
Torrumbarry,Torrumbarry Public Hall,-36.0285117,144.5145838
Tottenham North,Western English Language School - Tottenham,-37.79153092,144.8540744
Trafalgar,Trafalgar Primary School,-38.21478549,146.1597099
Traralgon,Grey Street Primary School,-38.19309744,146.537367
Traralgon East,Liddiard Road Primary School,-38.20216434,146.5527984
Traralgon North,Lavalla Catholic College - St Paul's Campus,-38.18957002,146.5154762
Traralgon North East,Traralgon Uniting Church Hall,-38.18864818,146.5525031
Traralgon South,Traralgon South Community Hall,-38.29644208,146.5393736
Traralgon West,Connecting2Australia,-38.20700573,146.5337981
Trentham,Trentham Primary School,-37.38818961,144.328641
Truganina,St Clare's Catholic Primary School,-37.84361826,144.7281681
Truganina North,Garrang Wilam Primary School,-37.82786906,144.7253822
Truganina South,Truganina South Primary School,-37.86366494,144.7258513
Tullamarine,Tullamarine Primary School,-37.7025178,144.8783719
Tulliallan,Tulliallan Primary School,-38.08157264,145.3273428
Tulliallan,Tulliallan Primary School,-38.08157264,145.3273428
Tungamah,Tungamah Primary School,-36.16139735,145.8796575
Tunstall,Donvale Primary School,-37.79991253,145.1736358
Tyabb,Tyabb Rail Primary School,-38.26179279,145.1920308
Tyers,Tyers Primary School,-38.14899975,146.4782503
Tylden,Tylden Primary School,-37.32508527,144.4087303
Tyne,11th Box Hill Scout Hall,-37.8107914,145.1277878
Tynong,Tynong Public Hall,-38.08447563,145.6258251
Ultima,Ultima Community Hall,-35.47056487,143.2677627
Undera,Undera Primary School,-36.27623382,145.2192846
Underbool,Underbool Early Learning Centre,-35.1700676,141.8110704
Upfield,Dallas Brooks Community Primary School,-37.66961438,144.9425929
Upwey,Upwey Primary School,-37.90288813,145.3327266
Valencia Creek,Valencia Creek Soldiers Memorial Hall,-37.82548567,146.9897892
Vermont North,1st Vermont Scout Group,-37.83574024,145.1960746
Vermont North,1st Vermont Scout Group,-37.83574024,145.1960746
Victory,Victory Lutheran Primary School,-36.11670033,146.8452989
Viewbank,Viewbank Primary School,-37.73391578,145.0898648
Violet Town,Violet Town Community Complex,-36.63700164,145.7174285
Waaia,Waaia/Yalca South Primary School,-36.05108857,145.3289892
Wahgunyah,Wahgunyah School of Arts Hall,-36.01072087,146.3936507
Waiora,Rosanna Baptist Church,-37.74644379,145.0578839
Wakefield,Whitehorse Primary School,-37.8083535,145.167719
Wallan,Wallan Primary School,-37.41243548,144.9744899
Wallan South,Wallan Secondary College,-37.41964641,144.9797735
Wallarano,Wallarano Primary School,-37.97956598,145.1710405
Wallington,Wallington Primary School,-38.21936777,144.5060138
Walwa,Walwa Servicemen's Memorial Hall,-35.96398611,147.7371307
Wandiligong,Wandiligong Primary School,-36.76887117,146.9826834
Wandin East,Wandin East Public Hall,-37.816071,145.4583876
Wandin Yallock,Wandin Yallock Primary School,-37.79027985,145.4366488
Wandong,Wandong Primary School,-37.36045789,145.0279343
Wanganui,Visy Community Centre,-36.35763415,145.3914719
Wangaratta West,Wangaratta West Primary School,-36.35354138,146.30498
Wangoom,Wangoom Memorial Hall,-38.32961773,142.5790794
Wantirna,Wantirna Primary School,-37.85615306,145.2163992
Wantirna North,Wantirna College,-37.85679407,145.2291123
Wantirna South,Wantirna South Primary School,-37.87239825,145.2374796
Wantirna West,St Luke's Primary School,-37.85305845,145.2349598
Warburton,Warburton Primary School,-37.7560884,145.7015519
Warburton East,Millwarra Primary School - Warburton East Campus,-37.74244998,145.7357308
Warracknabeal,Warracknabeal Scout and Band Hall,-36.25021211,142.3966434
Warragul,Warragul Primary School - Senior Campus,-38.15741159,145.9276249
Warragul East,Warragul Uniting Church,-38.15368073,145.9440374
Warragul North,Warragul North Primary School,-38.14752361,145.9401016
Warrandyte,Warrandyte Primary School,-37.7425756,145.2138356
Warrandyte South,Warrandyte South Hall,-37.76871954,145.2343002
Warranwood,Warranwood Primary School,-37.77424956,145.2471259
Warrawong,Blackburn English Language School - Whitehorse Campus,-37.84863538,145.1481111
Warrenheip,Warrenheip Primary School,-37.57409424,143.9273911
Warrion,Warrion Public Hall,-38.2221758,143.5721263
Warrnambool,Warrnambool Temperance Hall,-38.38250752,142.4808624
Warrnambool - Tower Square,Our Lady Help of Christians Primary School,-38.38534103,142.5212738
Warrnambool Central,Uniting Church Hall,-38.38470077,142.4844391
Warrnambool East,Warrnambool East Primary School,-38.38944491,142.4975048
Warrnambool Education Centre,Warrnambool College - Wave Campus,-38.3748465,142.4725831
Warrnambool North,St Joseph's Primary School,-38.37293708,142.4857887
Warrnambool South West,Harris Street Reserve Pavilion,-38.38468416,142.4704565
Warrnambool West,Brauer College,-38.35960399,142.4601607
Waterfall Gully,Bayview Church,-38.3735401,144.9078444
Watsonia,Greensborough College,-37.71053703,145.0902944
Watsonia Central,Watsonia Primary School,-37.70763153,145.0862195
Watsonia Heights,Watsonia Heights Primary School,-37.71597482,145.1008988
Watsonia North,Watsonia North Primary School,-37.70018577,145.0804229
Watsonia South,Watsonia Community Centre,-37.71201419,145.0788064
Wattle Glen,Wattle Glen Primary School,-37.66879512,145.1830921
Wattle Park,9th Box Hill Scout Hall,-37.83889624,145.1199908
Waubra,Waubra Primary School,-37.3539417,143.6342572
Waurn Ponds,Christian College Geelong,-38.18584085,144.3104101
Waverley Meadows,Waverley Meadows Primary School,-37.91454893,145.1844261
Waverley Park,Carwatha College,-37.94307828,145.1885648
Wedderburn,Wedderburn Senior Citizens Centre,-36.41980568,143.6146653
Weeden Heights,Holy Saviour Primary School,-37.86106875,145.1755797
Weeroona,Weeroona College,-36.73905773,144.2965302
Welshpool,Welshpool Memorial Hall,-38.66483008,146.440197
Wemen,Wemen Public Hall,-34.7771953,142.6437233
Wendouree,Ballarat and Queens Grammar,-37.53791597,143.8315585
Wendouree East,Selkirk Stadium,-37.53537978,143.8432772
Wendouree North,Mount Rowan Secondary College,-37.51921226,143.8352158
Wendouree West,Yuille Park Community College,-37.52791211,143.819331
Werribee,Werribee Secondary College,-37.90577071,144.6694391
Werribee Central,Werribee Primary School,-37.90650637,144.6594481
Werribee South,Diggers Road Soldiers Memorial Hall,-37.95221707,144.688287
Wesburn,Wesburn Primary School,-37.76894185,145.6466273
West End,Wangaratta High School,-36.34383926,146.309799
West Footscray,Footscray West Primary School,-37.79459484,144.8752575
Westall,Westall Secondary College,-37.94005229,145.1358285
Westgarth,All Saints Parish Hall,-37.78348783,144.9965611
Westgrove,Westgrove Primary School,-37.8784767,144.659571
Westgrove,Westgrove Primary School,-37.8784767,144.659571
Westmeadows,Westmeadows Primary School,-37.67574711,144.8954892
Westmeadows,Westmeadows Primary School,-37.67574711,144.8954892
Westmeadows,Westmeadows Primary School,-37.67574711,144.8954892
Westpark,Wallaroo Primary School,-38.29808534,145.1737733
Wheelers Hill,Wheelers Hill Primary School,-37.90009033,145.1775537
Wheelers Hill South,St Justin's Primary School,-37.9174368,145.1895555
White Hills,Holy Rosary Parish Centre (Ted Harte Centre),-36.72635689,144.3097859
Whitfield,Whitfield Primary School,-36.76538594,146.4127494
Whittington,Bellarine Living and Learning Centre,-38.17841301,144.3946408
Whittington South,St Paul's Anglican Church Hall,-38.18073511,144.3896319
Whittlesea,Whittlesea Secondary College,-37.5149655,145.1210809
Whorouly,Whorouly Primary School,-36.50580348,146.5862795
Willaura,Willaura Memorial Hall,-37.54466091,142.7424176
Williamstown,Williamstown Town Hall,-37.85853635,144.8958523
Williamstown South,Williamstown Primary School,-37.86432297,144.8994983
Williamstown West,Bayside Secondary College - Williamstown Campus,-37.85752502,144.8844164
Willison,St Dunstan's Anglican Church Hall,-37.84245124,145.079816
Willow Grove,Willow Grove Community Centre,-38.07310535,146.179424
Wilmot Road,Wilmot Road Primary School,-36.39833723,145.4061674
Winchelsea,Winchelsea Senior Citizens Centre,-38.24086358,143.9926927
Winchelsea South,Wurdale Hall,-38.31444,144.01223
Windsor,St Mary's Parish Hall,-37.85891156,144.9971926
Winters Flat,Winters Flat Primary School,-37.07011914,144.2079494
Wiridjil,Wiridjil Hall,-38.62209199,143.1517636
Wodonga,Saint Augustine's Catholic Primary School,-36.11700161,146.8889734
Wodonga Birallee,Melrose Primary School,-36.13114939,146.8605327
Wodonga Central,Wodonga Senior Secondary College,-36.12701772,146.8810201
Wodonga South,Wodonga Middle Years College - Huon Campus,-36.130798,146.8903968
Wollert South West,Edgars Creek Primary School,-37.60931137,145.0039519
Won Wron,Won Wron Public Hall,-38.4732152,146.7177765
Wonga Park,Wonga Park Primary School,-37.73064929,145.2740914
Wonthaggi,Bass Coast College - McKenzie Campus,-38.61086591,145.5978786
Wonthaggi North,Wonthaggi North Primary School,-38.59802008,145.5999653
Woodend,Buffalo Sports Stadium,-37.35363102,144.5208154
Woodford,Woodford Primary School,-38.31683737,142.4845397
Woodlands,Woodlands Primary School,-38.13576808,145.2031024
Woodside,Woodside Public Hall,-38.52730394,146.8768344
Woodvale,Woodvale Hall,-36.65508814,144.2124496
Woodville,Warringa Park School - Warringa Crescent Campus,-37.8838445,144.6876636
Woodville,Warringa Park School - Warringa Crescent Campus,-37.8838445,144.6876636
Woolsthorpe,Woolsthorpe Primary School,-38.18725055,142.4314865
Woomelang,Woomelang Memorial Hall,-35.68079223,142.6658087
Wooragee,Wooragee Centenary Hall,-36.2906737,146.729889
Wooranna Park,Wooranna Park Primary School,-37.95959923,145.2179435
Woori Yallock,Woori Yallock Primary School,-37.77731,145.53275
Woorinen,Woorinen District Primary School,-35.29036955,143.4539368
Wunghnu,Wunghnu Primary School,-36.1503864,145.4309981
Wurruk,Wurruk Primary School,-38.10684634,147.039931
Wycheproof,Wycheproof Shire Hall,-36.07521212,143.2249665
Wyuna,Wyuna Memorial Hall,-36.1973675,145.060729
Yackandandah,Yackandandah Senior Citizens Centre,-36.31366253,146.8379915
Yallourn North,Yallourn North Primary School,-38.16313835,146.3621383
Yambuk,Yambuk Public Hall,-38.31636199,142.0673048
Yanakie,Yanakie Public Hall,-38.81152645,146.2052049
Yandoit,Yandoit Primary School,-37.21411804,144.0886297
Yarck,Yarck Community Hall,-37.10215904,145.6162717
Yarra Glen,Yarra Glen Primary School,-37.64987274,145.3725831
Yarra Junction,Yarraburn Centre,-37.78083289,145.6134996
Yarra Road,Yarra Road Primary School,-37.76635763,145.2722114
Yarragon,Yarragon Public Hall,-38.20513121,146.0641156
Yarram,Yarram Guide and Scout Hall,-38.55616925,146.6773728
Yarraman Oaks,Yarraman Oaks Primary School,-37.97046303,145.1913678
Yarrambat,Yarrambat Primary School,-37.6396208,145.1334048
Yarraville,Yarraville Community Centre,-37.82154465,144.8929998
Yarraville,Yarraville Community Centre,-37.82154465,144.8929998
Yarraville Central,Yarraville Senior Citizens Centre,-37.81696609,144.8872192
Yarrawonga,Yarrawonga Secondary College - ECA Centre,-36.02195712,146.007804
Yarrawonga Central,Sacred Heart College,-36.01018562,146.0098092
Yarroweyah,Yarroweyah Public Hall,-35.92534806,145.5606651
Yarrunga,Our Lady's Primary School,-36.37199164,146.3202569
Yea,Yea Shire Hall,-37.21135221,145.4258371
Yinnar,Yinnar RSL Hall,-38.32043162,146.3296658
Yulong Park,Concord Playgroup,-37.69787294,145.0626922
